      0,   1181
      1,   1282
      2,   1366
      3,   1478
      4,   1579
      5,   1653
      6,   1923
      7,   2150
      8,   2225
      9,   2326
     10,   2486
     11,   2623
     12,   2713
     13,   2795
     14,   2896
     15,   3080
     16,   3212
     17,   3317
     18,   3389
     19,   3520
     20,   3617
     21,   3697
     22,   3812
     23,   3910
     24,   3989
     25,   4102
     26,   4198
     27,   4277
     28,   4377
     29,   4473
     30,   4545
     31,   4645
     32,   4808
     33,   4932
     34,   5023
     35,   5106
     36,   5240
     37,   5424
     38,   5615
     39,   5768
     40,   5907
     41,   6005
     42,   6096
     43,   6196
     44,   6287
     45,   6370
     46,   6563
     47,   6638
     48,   6812
     49,   7200
     50,   7402
     51,   7837
     52,   8016
     53,   8398
     54,   8573
     55,   8945
     56,   9121
     57,   9517
     58,   9700
     59,  10111
     60,  10297
     61,  10834
     62,  11215
     63,  11383
     64,  11981
     65,  14252
     66,  16117
     67,  17013
     68,  18686
     69,  19915
     70,  20147
     71,  22872
     72,  24068
     73,  24690
     74,  29883
     75,  30842
     76,  31934
     77,  32523
     78,  33691
     79,  34345
     80,  34903
     81,  35512
     82,  36196
     83,  36799
     84,  37428
     85,  38159
     86,  38813
     87,  39403
     88,  40121
     89,  40822
     90,  46675
     91,  47269
     92,  47877
     93,  52096
     94,  52701
     95,  53331
     96,  54533
     97,  56399
     98,  57841
     99,  58939
    100,  60759
    101,  61350
    102,  65879
    103,  69672
    104,  72489
    105,  78024
    106,  78602
    107,  79833
    108,  82480
    109,  83092
    110,  84970
    111,  95810
    112,  99697
    113, 100320
    114, 105667
    115, 109640
    116, 110200
    117, 123514
    118, 124114
    119, 124721
    120, 125282
    121, 125840
    122, 126443
    123, 127077
    124, 127630
    125, 128227
    126, 129009
    127, 129623
    128, 130255
    129, 131132
    130, 131751
    131, 132321
    132, 133024
    133, 133736
    134, 134358
    135, 135008
    136, 135745
    137, 136349
    138, 136955
    139, 137627
    140, 138306
    141, 138878
    142, 139490
    143, 140159
    144, 140726
    145, 141340
    146, 141979
    147, 142593
    148, 143180
    149, 143808
    150, 144446
    151, 145042
    152, 145641
    153, 146254
    154, 146884
    155, 147447
    156, 148088
    157, 148688
    158, 149272
    159, 149861
    160, 150468
    161, 151116
    162, 151721
    163, 152339
    164, 153007
    165, 153627
    166, 154210
    167, 154884
    168, 157082
    169, 158983
    170, 159587
    171, 161438
    172, 163273
    173, 167222
    174, 169350
    175, 174989
    176, 175657
    177, 176329
    178, 176983
    179, 177636
    180, 178387
    181, 179120
    182, 179715
    183, 180446
    184, 181129
    185, 181718
    186, 182456
    187, 183145
    188, 183729
    189, 184371
    190, 185067
    191, 185712
    192, 186305
    193, 186984
    194, 187627
    195, 188212
    196, 192334
    197, 192910
    198, 196362
    199, 196971
    200, 199848
    201, 201420
    202, 203029
    203, 205745
    204, 206356
    205, 207851
    206, 211188
    207, 211824
    208, 218767
    209, 220081
    210, 220665
    211, 221263
    212, 221946
    213, 233851
    214, 234468
    215, 240137
    216, 242361
    217, 243661
    218, 244296
    219, 244932
    220, 245618
    221, 250387
    222, 250971
    223, 251593
    224, 252235
    225, 252816
    226, 253437
    227, 254071
    228, 254663
    229, 255264
    230, 255930
    231, 256552
    232, 257162
    233, 257743
    234, 261722
    235, 271977
    236, 274835
    237, 275493
    238, 276217
    239, 276804
    240, 277460
    241, 278169
    242, 278782
    243, 279403
    244, 280047
    245, 280712
    246, 281291
    247, 281902
    248, 282596
    249, 283186
    250, 283820
    251, 284554
    252, 285190
    253, 285790
    254, 286474
    255, 287127
    256, 300120
    257, 308982
    258, 311975
    259, 330399
    260, 341546
    261, 347018
    262, 363127
    263, 365396
    264, 370340
    265, 370996
    266, 371633
    267, 379595
    268, 385128
    269, 385788
    270, 387977
    271, 402424
    272, 409365
    273, 412023
    274, 412631
    275, 415132
    276, 418210
    277, 435305
    278, 440336
    279, 441628
    280, 444317
    281, 447015
    282, 448929
    283, 454522
    284, 455147
    285, 462611
    286, 464555
    287, 465168
    288, 465938
    289, 470635
    290, 471231
    291, 471964
    292, 474436
    293, 477931
    294, 478557
    295, 479193
    296, 482255
    297, 485888
    298, 493006
    299, 500990
    300, 503206
    301, 504129
    302, 505698
    303, 506996
    304, 507569
    305, 508171
    306, 508858
    307, 509483
    308, 510069
    309, 510701
    310, 511402
    311, 512035
    312, 512639
    313, 513366
    314, 514042
    315, 514650
    316, 515330
    317, 516161
    318, 516774
    319, 517486
    320, 518278
    321, 518887
    322, 519593
    323, 520333
    324, 520931
    325, 521608
    326, 522294
    327, 522929
    328, 523577
    329, 524202
    330, 524838
    331, 525429
    332, 526070
    333, 527915
    334, 529277
    335, 530463
    336, 530956
    337, 532264
    338, 532668
    339, 533506
    340, 534072
    341, 535049
    342, 538281
    343, 541980
    344, 542376
    345, 542574
    346, 550908
    347, 551783
    348, 553892
    349, 558978
    350, 559606
    351, 563866
    352, 565516
    353, 567062
    354, 575714
    355, 577879
    356, 578574
    357, 579167
    358, 581131
    359, 581715
    360, 582371
    361, 583043
    362, 583611
    363, 584299
    364, 586195
    365, 586868
    366, 588344
    367, 592021
    368, 592602
    369, 594704
    370, 597427
    371, 598090
    372, 599587
    373, 600214
    374, 602422
    375, 603965
    376, 605228
    377, 610280
    378, 610900
    379, 611526
    380, 612141
    381, 612774
    382, 613427
    383, 615570
    384, 617735
    385, 622622
    386, 624881
    387, 631517
    388, 632223
    389, 633716
    390, 637639
    391, 639233
    392, 641619
    393, 642183
    394, 642813
    395, 644958
    396, 647114
    397, 648069
    398, 649345
